Order ID,Product Name,Quantity Ordered,Price Each,Order Date,Purchase Address
4746,Wired Headphones,1,11.99,2020-10-01 13:32:50,398 Boston MA
4747,AAA Batteries (4-pack),4,3.99,2020-03-28 17:25:36,908 New York City NY
4748,Lightning Charging Cable,4,14.99,2020-09-30 18:22:29,696 San Francisco CA
4749,20in Monitor,3,109.99,2020-04-05 22:51:01,285 Los Angeles CA
4750,Google Phone,4,600.0,2020-10-14 16:42:14,577 San Francisco CA
4751,Flatscreen TV,3,300.0,2020-05-01 23:03:03,587 Los Angeles CA
4752,Flatscreen TV,4,300.0,2020-10-09 13:39:11,843 San Francisco CA
4753,34in Ultrawide Monitor,2,379.99,2020-06-30 21:41:29,169 San Francisco CA
4754,ThinkPad Laptop,1,999.99,2020-11-04 04:46:17,851 New York City NY
4755,iPhone,2,700.0,2020-04-29 12:31:44,892 Boston MA
4756,27in FHD Monitor,2,149.99,2020-07-31 00:24:46,653 Atlanta GA
4757,Lightning Charging Cable,3,14.99,2020-07-18 15:16:29,381 San Francisco CA
4758,USB-C Charging Cable,2,11.99,2020-10-23 11:41:39,358 New York City NY
4759,Lightning Charging Cable,1,14.99,2020-12-21 20:59:30,585 San Francisco CA
4760,27in FHD Monitor,1,149.99,2020-03-10 06:22:38,624 Atlanta GA
4761,USB-C Charging Cable,4,11.99,2020-11-16 02:29:03,714 Los Angeles CA
4762,ThinkPad Laptop,3,999.99,2020-01-08 18:46:33,100 Atlanta GA
4763,ThinkPad Laptop,3,999.99,2020-04-24 05:48:46,992 Boston MA
4764,27in FHD Monitor,2,149.99,2020-09-26 18:22:18,178 Atlanta GA
4765,LG Washing Machine,4,600.0,2020-09-09 06:13:04,271 San Francisco CA
4766,Google Phone,1,600.0,2020-02-20 19:35:16,842 New York City NY
4767,LG Washing Machine,1,600.0,2020-03-31 16:35:31,167 Los Angeles CA
4768,Vareebadd Phone,1,400.0,2020-05-28 20:32:40,407 New York City NY
4769,27in 4K Gaming Monitor,2,389.99,2020-08-05 09:37:17,736 Atlanta GA
4770,20in Monitor,3,109.99,2020-05-01 17:38:21,638 Boston MA
4771,iPhone,1,700.0,2020-01-07 04:48:26,984 Los Angeles CA
4772,34in Ultrawide Monitor,2,379.99,2020-05-04 19:38:42,271 Los Angeles CA
4773,ThinkPad Laptop,2,999.99,2020-12-22 12:53:32,425 Atlanta GA
4774,Macbook Pro Laptop,2,1700.0,2020-04-19 20:46:02,641 Boston MA
4775,27in 4K Gaming Monitor,2,389.99,2020-12-15 08:51:07,155 Boston MA
4776,34in Ultrawide Monitor,3,379.99,2020-07-30 01:56:07,320 Atlanta GA
4777,USB-C Charging Cable,4,11.99,2020-11-15 11:05:37,406 New York City NY
4778,Lightning Charging Cable,1,14.99,2020-08-29 10:34:47,157 Los Angeles CA
4779,iPhone,1,700.0,2020-11-04 19:14:07,554 Atlanta GA
4780,Lightning Charging Cable,4,14.99,2020-10-22 20:01:53,585 San Francisco CA
4781,Macbook Pro Laptop,4,1700.0,2020-12-19 14:49:49,221 Boston MA
4782,ThinkPad Laptop,1,999.99,2020-04-10 12:55:48,517 Los Angeles CA
4783,ThinkPad Laptop,4,999.99,2020-12-01 17:13:49,467 Atlanta GA
4784,Flatscreen TV,3,300.0,2020-06-05 19:36:11,358 Atlanta GA
4785,27in FHD Monitor,2,149.99,2020-03-18 09:12:20,203 Los Angeles CA
4786,Vareebadd Phone,1,400.0,2020-01-27 18:13:53,771 New York City NY
4787,27in 4K Gaming Monitor,3,389.99,2020-10-13 09:11:51,872 Atlanta GA
4788,LG Washing Machine,3,600.0,2020-05-16 23:08:30,548 New York City NY
4789,USB-C Charging Cable,2,11.99,2020-01-09 13:37:54,857 Boston MA
4790,Flatscreen TV,1,300.0,2020-08-25 13:04:28,292 San Francisco CA
4791,Google Phone,1,600.0,2020-05-25 03:40:19,552 Los Angeles CA
4792,iPhone,4,700.0,2020-01-31 15:17:03,303 Atlanta GA
4793,34in Ultrawide Monitor,2,379.99,2020-07-03 06:10:50,535 San Francisco CA
4794,Vareebadd Phone,1,400.0,2020-08-16 20:55:19,603 San Francisco CA
4795,USB-C Charging Cable,3,11.99,2020-06-24 05:12:20,501 Atlanta GA
4796,USB-C Charging Cable,4,11.99,2020-08-04 12:13:34,698 Boston MA
4797,USB-C Charging Cable,3,11.99,2020-10-26 13:08:51,777 Los Angeles CA
4798,Vareebadd Phone,4,400.0,2020-04-04 07:45:02,780 San Francisco CA
4799,iPhone,3,700.0,2020-11-24 23:00:42,670 Los Angeles CA
4800,Vareebadd Phone,3,400.0,2020-10-31 13:15:59,249 Boston MA
4801,Flatscreen TV,2,300.0,2020-03-17 06:50:25,242 Atlanta GA
4802,Vareebadd Phone,2,400.0,2020-09-23 04:07:14,776 Boston MA
4803,Wired Headphones,2,11.99,2020-07-31 12:07:07,909 Boston MA
4804,Google Phone,1,600.0,2020-12-28 18:38:17,406 Boston MA
4805,Google Phone,4,600.0,2020-04-27 00:29:32,546 Atlanta GA
4806,ThinkPad Laptop,2,999.99,2020-11-12 06:38:24,440 Los Angeles CA
4807,LG Dryer,4,600.0,2020-05-06 13:13:00,475 Boston MA
4808,34in Ultrawide Monitor,3,379.99,2020-12-16 03:03:37,528 New York City NY
4809,Lightning Charging Cable,2,14.99,2020-12-06 04:31:39,505 Boston MA
4810,USB-C Charging Cable,1,11.99,2020-05-09 20:23:29,410 San Francisco CA
4811,ThinkPad Laptop,3,999.99,2020-11-01 11:52:08,775 San Francisco CA
4812,USB-C Charging Cable,2,11.99,2020-10-25 10:30:01,948 San Francisco CA
4813,AAA Batteries (4-pack),3,3.99,2020-05-29 20:58:36,688 Atlanta GA
4814,20in Monitor,4,109.99,2020-09-21 17:06:44,708 Los Angeles CA
4815,iPhone,1,700.0,2020-07-23 09:38:39,851 Atlanta GA
4816,27in 4K Gaming Monitor,2,389.99,2020-11-10 05:34:31,964 Los Angeles CA
4817,27in FHD Monitor,2,149.99,2020-05-27 14:26:16,397 Boston MA
4818,LG Washing Machine,3,600.0,2020-08-11 07:18:35,830 Atlanta GA
4819,LG Washing Machine,4,600.0,2020-02-03 04:38:35,877 Atlanta GA
4820,Google Phone,1,600.0,2020-01-21 04:57:19,519 Boston MA
4821,27in 4K Gaming Monitor,2,389.99,2020-10-13 11:47:29,750 Los Angeles CA
4822,Macbook Pro Laptop,2,1700.0,2020-02-11 00:16:44,649 Atlanta GA
4823,USB-C Charging Cable,2,11.99,2020-11-17 09:25:11,447 Boston MA
4824,AAA Batteries (4-pack),3,3.99,2020-12-04 18:58:45,840 Atlanta GA
4825,34in Ultrawide Monitor,4,379.99,2020-09-03 08:04:03,224 San Francisco CA
4826,Macbook Pro Laptop,1,1700.0,2020-02-06 12:41:24,963 Los Angeles CA
4827,LG Dryer,2,600.0,2020-01-07 05:14:37,166 San Francisco CA
4828,Macbook Pro Laptop,1,1700.0,2020-08-15 17:02:43,972 Atlanta GA
4829,iPhone,2,700.0,2020-04-26 01:35:01,715 New York City NY
4830,AAA Batteries (4-pack),1,3.99,2020-10-14 05:44:33,976 Boston MA
4831,AAA Batteries (4-pack),1,3.99,2020-03-01 14:59:26,391 New York City NY
4832,iPhone,4,700.0,2020-10-14 11:24:56,169 Boston MA
4833,Vareebadd Phone,1,400.0,2020-09-11 19:35:30,672 Boston MA
4834,AAA Batteries (4-pack),4,3.99,2020-01-01 20:23:44,404 Los Angeles CA
4835,34in Ultrawide Monitor,1,379.99,2020-01-22 16:47:15,194 San Francisco CA
4836,27in 4K Gaming Monitor,2,389.99,2020-09-23 06:07:52,101 New York City NY
4837,LG Washing Machine,1,600.0,2020-07-22 20:01:25,264 San Francisco CA
4838,Vareebadd Phone,4,400.0,2020-06-01 17:53:51,924 Atlanta GA
4839,LG Dryer,2,600.0,2020-02-20 04:29:36,371 Boston MA
4840,Macbook Pro Laptop,2,1700.0,2020-02-02 02:47:59,790 Los Angeles CA
4841,27in 4K Gaming Monitor,1,389.99,2020-10-11 11:15:21,907 Boston MA
4842,34in Ultrawide Monitor,3,379.99,2020-07-28 11:06:46,951 New York City NY
4843,Google Phone,4,600.0,2020-06-16 05:28:29,227 San Francisco CA
4844,iPhone,4,700.0,2020-06-06 00:49:36,891 Atlanta GA
4845,LG Dryer,4,600.0,2020-11-07 18:36:49,783 Los Angeles CA
4846,27in 4K Gaming Monitor,3,389.99,2020-08-06 06:56:43,148 New York City NY
4847,27in 4K Gaming Monitor,3,389.99,2020-12-09 07:13:55,402 Los Angeles CA
4848,27in 4K Gaming Monitor,1,389.99,2020-08-01 19:24:13,540 Atlanta GA
4849,AAA Batteries (4-pack),2,3.99,2020-06-23 18:40:28,394 Boston MA
4850,iPhone,1,700.0,2020-09-26 11:43:26,688 Atlanta GA
4851,Lightning Charging Cable,1,14.99,2020-10-12 18:26:14,809 Boston MA
4852,27in FHD Monitor,4,149.99,2020-07-23 22:23:29,591 Boston MA
4853,27in FHD Monitor,3,149.99,2020-05-08 19:20:06,116 Los Angeles CA
4854,ThinkPad Laptop,3,999.99,2020-09-23 22:48:32,826 Boston MA
4855,Macbook Pro Laptop,4,1700.0,2020-03-20 21:06:01,330 New York City NY
4856,LG Washing Machine,2,600.0,2020-03-07 05:48:37,740 Los Angeles CA
4857,ThinkPad Laptop,1,999.99,2020-09-12 01:23:32,232 Atlanta GA
4858,AAA Batteries (4-pack),4,3.99,2020-10-30 17:03:41,913 Los Angeles CA
4859,Macbook Pro Laptop,4,1700.0,2020-11-11 11:40:45,882 New York City NY
4860,iPhone,3,700.0,2020-12-26 04:07:22,561 Los Angeles CA
4861,Wired Headphones,1,11.99,2020-10-03 11:47:45,356 Atlanta GA
4862,34in Ultrawide Monitor,1,379.99,2020-12-14 11:30:09,945 Atlanta GA
4863,34in Ultrawide Monitor,4,379.99,2020-07-15 19:17:58,256 Atlanta GA
4864,Flatscreen TV,2,300.0,2020-04-29 10:22:10,654 San Francisco CA
4865,27in 4K Gaming Monitor,2,389.99,2020-10-22 00:31:11,775 San Francisco CA
4866,27in 4K Gaming Monitor,2,389.99,2020-03-12 13:57:13,977 Atlanta GA
4867,34in Ultrawide Monitor,3,379.99,2020-11-22 17:27:46,290 Atlanta GA
4868,Lightning Charging Cable,4,14.99,2020-04-04 02:32:01,532 San Francisco CA
4869,34in Ultrawide Monitor,4,379.99,2020-03-28 04:25:38,117 New York City NY
4870,27in FHD Monitor,2,149.99,2020-07-07 00:18:46,991 New York City NY
4871,ThinkPad Laptop,4,999.99,2020-01-11 15:49:21,420 New York City NY
4872,27in 4K Gaming Monitor,3,389.99,2020-08-19 09:10:02,869 Boston MA
4873,27in 4K Gaming Monitor,2,389.99,2020-09-10 10:30:51,572 Atlanta GA
4874,Lightning Charging Cable,1,14.99,2020-06-30 18:00:47,445 San Francisco CA
4875,34in Ultrawide Monitor,2,379.99,2020-09-16 22:47:32,818 Boston MA
4876,AAA Batteries (4-pack),2,3.99,2020-11-01 21:31:15,528 Boston MA
4877,27in FHD Monitor,1,149.99,2020-03-18 10:15:39,631 Boston MA
4878,ThinkPad Laptop,2,999.99,2020-12-21 03:46:11,252 San Francisco CA
4879,USB-C Charging Cable,2,11.99,2020-06-08 01:06:19,290 San Francisco CA
4880,27in 4K Gaming Monitor,4,389.99,2020-08-13 01:40:02,721 Los Angeles CA
4881,ThinkPad Laptop,3,999.99,2020-10-26 21:17:15,920 Boston MA
4882,LG Washing Machine,2,600.0,2020-01-04 21:19:40,629 New York City NY
4883,USB-C Charging Cable,4,11.99,2020-09-06 06:25:34,473 Boston MA
4884,Macbook Pro Laptop,3,1700.0,2020-08-07 00:17:57,314 Boston MA
4885,27in FHD Monitor,4,149.99,2020-09-18 17:15:21,221 New York City NY
4886,20in Monitor,2,109.99,2020-04-06 22:49:22,951 New York City NY
4887,ThinkPad Laptop,2,999.99,2020-03-04 02:44:46,422 San Francisco CA
4888,USB-C Charging Cable,4,11.99,2020-09-10 11:03:11,340 Boston MA
4889,LG Dryer,3,600.0,2020-03-06 21:13:18,302 New York City NY
4890,Lightning Charging Cable,3,14.99,2020-04-21 14:30:38,304 San Francisco CA
4891,27in FHD Monitor,4,149.99,2020-01-18 08:12:21,971 New York City NY
4892,ThinkPad Laptop,3,999.99,2020-09-03 10:36:32,966 Atlanta GA
4893,USB-C Charging Cable,2,11.99,2020-10-16 12:56:39,594 Atlanta GA
4894,Lightning Charging Cable,3,14.99,2020-01-25 05:53:30,965 New York City NY
4895,LG Dryer,2,600.0,2020-07-24 04:32:17,955 New York City NY
4896,27in FHD Monitor,3,149.99,2020-08-18 18:16:00,948 Boston MA
4897,27in 4K Gaming Monitor,4,389.99,2020-01-17 00:16:28,408 Los Angeles CA
4898,LG Dryer,1,600.0,2020-07-14 19:32:58,318 Los Angeles CA
4899,LG Dryer,3,600.0,2020-12-23 07:06:14,812 Los Angeles CA
4900,34in Ultrawide Monitor,2,379.99,2020-07-09 18:04:38,879 New York City NY
4901,27in 4K Gaming Monitor,4,389.99,2020-02-08 16:16:31,196 Boston MA
4902,Google Phone,2,600.0,2020-07-02 10:22:25,705 San Francisco CA
4903,27in FHD Monitor,2,149.99,2020-04-18 14:31:30,808 New York City NY
4904,AAA Batteries (4-pack),1,3.99,2020-01-20 07:43:50,277 Boston MA
4905,Macbook Pro Laptop,4,1700.0,2020-04-24 02:00:12,838 San Francisco CA
4906,Lightning Charging Cable,1,14.99,2020-11-17 11:46:54,463 Atlanta GA
4907,iPhone,4,700.0,2020-01-12 22:12:20,493 Atlanta GA
4908,Wired Headphones,3,11.99,2020-06-06 16:48:44,109 San Francisco CA
4909,27in 4K Gaming Monitor,4,389.99,2020-09-24 21:35:23,226 Atlanta GA
4910,Lightning Charging Cable,4,14.99,2020-12-20 14:08:18,558 Los Angeles CA
4911,Lightning Charging Cable,1,14.99,2020-09-24 12:40:54,103 Atlanta GA
4912,Vareebadd Phone,1,400.0,2020-02-08 07:00:14,466 Atlanta GA
4913,Google Phone,1,600.0,2020-12-13 06:01:03,339 Los Angeles CA
4914,27in FHD Monitor,2,149.99,2020-05-04 11:04:12,131 Los Angeles CA
4915,34in Ultrawide Monitor,3,379.99,2020-06-10 11:09:16,344 Atlanta GA
4916,LG Dryer,1,600.0,2020-10-21 17:40:16,488 Boston MA
4917,AAA Batteries (4-pack),4,3.99,2020-12-08 12:33:14,308 Los Angeles CA
4918,Lightning Charging Cable,2,14.99,2020-09-08 22:48:41,205 Los Angeles CA
4919,USB-C Charging Cable,1,11.99,2020-05-28 13:30:12,142 Atlanta GA
4920,Wired Headphones,3,11.99,2020-01-01 17:41:13,724 New York City NY
4921,Google Phone,3,600.0,2020-08-31 21:07:18,838 Los Angeles CA
4922,AAA Batteries (4-pack),2,3.99,2020-08-17 22:57:20,950 Atlanta GA
4923,iPhone,3,700.0,2020-08-31 03:34:12,357 New York City NY
4924,USB-C Charging Cable,2,11.99,2020-04-06 10:20:42,802 New York City NY
4925,Vareebadd Phone,1,400.0,2020-07-07 13:36:50,915 Atlanta GA
4926,Wired Headphones,4,11.99,2020-03-01 20:19:56,796 San Francisco CA
4927,34in Ultrawide Monitor,2,379.99,2020-02-27 01:10:20,608 Los Angeles CA
4928,27in 4K Gaming Monitor,3,389.99,2020-04-24 15:12:18,843 Boston MA
4929,Lightning Charging Cable,1,14.99,2020-11-10 18:53:24,102 Atlanta GA
4930,27in 4K Gaming Monitor,3,389.99,2020-03-20 16:37:27,865 New York City NY
4931,Vareebadd Phone,1,400.0,2020-03-04 03:58:52,886 Atlanta GA
4932,27in 4K Gaming Monitor,2,389.99,2020-10-01 19:47:24,492 San Francisco CA
4933,USB-C Charging Cable,2,11.99,2020-10-30 20:57:15,150 New York City NY
4934,ThinkPad Laptop,1,999.99,2020-08-12 09:01:25,539 Boston MA
4935,20in Monitor,2,109.99,2020-07-06 04:30:58,347 Boston MA
4936,Lightning Charging Cable,4,14.99,2020-10-09 00:27:49,591 San Francisco CA
4937,Google Phone,4,600.0,2020-12-30 13:15:34,482 Boston MA
4938,Macbook Pro Laptop,4,1700.0,2020-03-09 02:32:08,849 Atlanta GA
4939,iPhone,3,700.0,2020-04-12 03:09:21,857 San Francisco CA
4940,27in 4K Gaming Monitor,1,389.99,2020-11-01 12:25:21,653 San Francisco CA
4941,Wired Headphones,3,11.99,2020-07-19 05:24:27,496 New York City NY
4942,27in FHD Monitor,1,149.99,2020-04-24 10:04:47,263 Los Angeles CA
4943,Wired Headphones,4,11.99,2020-09-30 19:39:41,903 Boston MA
4944,27in 4K Gaming Monitor,3,389.99,2020-11-03 10:35:40,194 Los Angeles CA
4945,Lightning Charging Cable,2,14.99,2020-11-08 15:55:54,958 Atlanta GA
4946,iPhone,3,700.0,2020-12-17 16:32:10,536 Los Angeles CA
4947,ThinkPad Laptop,4,999.99,2020-03-09 04:40:08,461 San Francisco CA
4948,20in Monitor,4,109.99,2020-03-05 02:57:39,984 San Francisco CA
4949,iPhone,4,700.0,2020-06-05 14:02:28,133 San Francisco CA
4950,27in 4K Gaming Monitor,2,389.99,2020-11-24 20:52:01,904 Los Angeles CA
4951,27in 4K Gaming Monitor,4,389.99,2020-05-02 20:50:20,715 Boston MA
4952,Lightning Charging Cable,4,14.99,2020-02-04 05:27:05,536 Atlanta GA
4953,20in Monitor,3,109.99,2020-02-18 12:22:22,503 San Francisco CA
4954,Flatscreen TV,1,300.0,2020-08-05 12:48:55,982 New York City NY
4955,Lightning Charging Cable,3,14.99,2020-11-29 23:11:31,798 Atlanta GA
4956,LG Dryer,3,600.0,2020-02-19 19:56:39,474 Boston MA
4957,Wired Headphones,1,11.99,2020-12-17 02:22:03,968 Los Angeles CA
4958,iPhone,2,700.0,2020-08-05 01:33:15,976 New York City NY
4959,ThinkPad Laptop,3,999.99,2020-07-21 20:01:20,764 New York City NY
4960,27in FHD Monitor,3,149.99,2020-08-29 09:06:08,205 New York City NY
4961,iPhone,1,700.0,2020-06-15 22:35:08,498 New York City NY
4962,27in FHD Monitor,1,149.99,2020-12-06 11:54:24,227 San Francisco CA
4963,Vareebadd Phone,4,400.0,2020-01-30 04:08:16,881 San Francisco CA
4964,LG Washing Machine,3,600.0,2020-04-28 18:39:43,148 Atlanta GA
4965,Lightning Charging Cable,4,14.99,2020-01-17 18:03:38,296 New York City NY
4966,AAA Batteries (4-pack),1,3.99,2020-01-26 01:41:32,597 San Francisco CA
4967,27in FHD Monitor,2,149.99,2020-09-03 17:48:37,964 Atlanta GA
4968,Flatscreen TV,2,300.0,2020-05-28 08:29:49,945 Atlanta GA
4969,USB-C Charging Cable,4,11.99,2020-10-30 17:56:53,381 Los Angeles CA
4970,Flatscreen TV,3,300.0,2020-03-16 07:02:47,439 New York City NY
4971,27in FHD Monitor,1,149.99,2020-11-17 18:27:50,907 New York City NY
4972,34in Ultrawide Monitor,3,379.99,2020-04-25 18:40:34,754 New York City NY
4973,LG Washing Machine,2,600.0,2020-12-11 17:29:37,262 New York City NY
4974,Flatscreen TV,4,300.0,2020-11-26 11:58:46,503 Los Angeles CA
4975,27in 4K Gaming Monitor,2,389.99,2020-04-03 03:59:54,462 Atlanta GA
4976,ThinkPad Laptop,2,999.99,2020-10-20 18:51:36,219 Los Angeles CA
4977,Flatscreen TV,2,300.0,2020-09-19 01:04:46,248 Atlanta GA
4978,34in Ultrawide Monitor,2,379.99,2020-06-09 18:02:16,308 Atlanta GA
4979,Wired Headphones,4,11.99,2020-01-07 03:18:36,982 Los Angeles CA
4980,34in Ultrawide Monitor,3,379.99,2020-03-09 04:14:13,202 Los Angeles CA
4981,20in Monitor,2,109.99,2020-10-13 08:50:08,917 Boston MA
4982,27in 4K Gaming Monitor,4,389.99,2020-05-17 18:19:39,246 New York City NY
4983,LG Dryer,3,600.0,2020-03-10 05:39:31,250 San Francisco CA
4984,Macbook Pro Laptop,2,1700.0,2020-10-12 13:40:48,291 Boston MA
4985,AAA Batteries (4-pack),1,3.99,2020-08-10 13:26:24,302 San Francisco CA
4986,20in Monitor,2,109.99,2020-12-21 17:32:02,500 Los Angeles CA
4987,27in 4K Gaming Monitor,1,389.99,2020-11-14 21:27:27,837 New York City NY
4988,27in 4K Gaming Monitor,3,389.99,2020-12-24 08:00:55,626 Boston MA
4989,Wired Headphones,1,11.99,2020-11-19 08:54:41,525 Boston MA
4990,Macbook Pro Laptop,2,1700.0,2020-07-18 15:13:29,683 Boston MA
4991,Flatscreen TV,1,300.0,2020-05-05 17:00:33,929 Los Angeles CA
4992,27in 4K Gaming Monitor,2,389.99,2020-02-19 17:25:25,353 Los Angeles CA
4993,AAA Batteries (4-pack),4,3.99,2020-09-15 05:43:36,765 San Francisco CA
4994,AAA Batteries (4-pack),2,3.99,2020-07-30 14:20:50,131 Atlanta GA
4995,Wired Headphones,3,11.99,2020-05-01 16:42:14,103 Los Angeles CA
4996,20in Monitor,4,109.99,2020-09-25 08:18:15,381 Los Angeles CA
4997,Lightning Charging Cable,2,14.99,2020-10-04 15:58:50,993 New York City NY
4998,LG Dryer,4,600.0,2020-08-05 10:51:13,338 New York City NY
4999,ThinkPad Laptop,2,999.99,2020-06-25 09:35:44,665 Los Angeles CA
5000,iPhone,4,700.0,2020-06-19 21:45:58,678 Boston MA
5001,20in Monitor,1,109.99,2020-09-09 17:44:41,103 New York City NY
5002,AAA Batteries (4-pack),4,3.99,2020-04-08 23:38:13,756 New York City NY
5003,Vareebadd Phone,2,400.0,2020-01-19 20:21:39,736 Atlanta GA
5004,Vareebadd Phone,1,400.0,2020-03-07 21:35:50,316 Boston MA
5005,LG Washing Machine,3,600.0,2020-06-15 06:46:58,428 Boston MA
5006,20in Monitor,3,109.99,2020-12-20 12:58:36,685 New York City NY
5007,20in Monitor,3,109.99,2020-05-07 03:30:26,764 Los Angeles CA
5008,Flatscreen TV,4,300.0,2020-02-07 09:30:45,826 Boston MA
5009,AAA Batteries (4-pack),2,3.99,2020-12-03 01:41:27,416 Boston MA
5010,USB-C Charging Cable,1,11.99,2020-09-18 18:34:58,726 Los Angeles CA
5011,Vareebadd Phone,2,400.0,2020-03-28 16:21:29,140 Atlanta GA
5012,Macbook Pro Laptop,1,1700.0,2020-04-23 20:30:08,723 Boston MA
5013,LG Washing Machine,2,600.0,2020-01-11 10:12:17,295 Los Angeles CA
5014,AAA Batteries (4-pack),4,3.99,2020-10-14 00:57:02,190 San Francisco CA
5015,27in FHD Monitor,4,149.99,2020-09-03 01:35:21,525 Los Angeles CA
5016,Macbook Pro Laptop,3,1700.0,2020-02-19 10:08:37,489 New York City NY
5017,Flatscreen TV,4,300.0,2020-11-08 12:02:00,767 Boston MA
5018,27in FHD Monitor,3,149.99,2020-09-20 23:03:25,628 Atlanta GA
5019,LG Washing Machine,3,600.0,2020-05-07 03:51:18,907 San Francisco CA
5020,27in FHD Monitor,4,149.99,2020-05-09 07:57:01,574 Atlanta GA
5021,20in Monitor,1,109.99,2020-07-18 14:06:17,226 New York City NY
5022,iPhone,1,700.0,2020-04-11 04:03:43,759 Atlanta GA
5023,27in 4K Gaming Monitor,3,389.99,2020-06-30 21:31:48,472 Boston MA
5024,Wired Headphones,4,11.99,2020-08-18 20:58:10,156 Atlanta GA
5025,Google Phone,2,600.0,2020-05-26 06:02:28,460 Boston MA
5026,27in FHD Monitor,3,149.99,2020-01-10 08:12:46,545 Boston MA
5027,27in 4K Gaming Monitor,4,389.99,2020-11-21 14:59:20,108 Atlanta GA
5028,Lightning Charging Cable,3,14.99,2020-01-27 18:18:40,716 New York City NY
5029,Macbook Pro Laptop,4,1700.0,2020-01-22 06:52:01,263 San Francisco CA
5030,Google Phone,1,600.0,2020-04-10 14:48:09,142 Los Angeles CA
5031,Wired Headphones,4,11.99,2020-05-24 09:46:35,160 San Francisco CA
5032,20in Monitor,2,109.99,2020-03-23 04:48:53,713 Boston MA
5033,Wired Headphones,3,11.99,2020-05-19 23:02:07,129 Los Angeles CA
5034,Vareebadd Phone,2,400.0,2020-11-10 23:28:11,893 New York City NY
5035,34in Ultrawide Monitor,4,379.99,2020-09-18 08:59:09,926 New York City NY
5036,iPhone,2,700.0,2020-09-23 01:25:53,131 San Francisco CA
5037,Macbook Pro Laptop,4,1700.0,2020-03-08 21:14:37,386 Boston MA
5038,Macbook Pro Laptop,2,1700.0,2020-07-20 15:24:21,724 San Francisco CA
5039,Lightning Charging Cable,3,14.99,2020-08-16 08:06:23,654 Atlanta GA
5040,Vareebadd Phone,4,400.0,2020-03-31 09:39:49,600 Boston MA
5041,Macbook Pro Laptop,2,1700.0,2020-05-28 15:57:41,656 San Francisco CA
5042,USB-C Charging Cable,1,11.99,2020-08-01 08:39:11,696 Atlanta GA
5043,USB-C Charging Cable,4,11.99,2020-12-27 06:02:57,818 Atlanta GA
5044,Google Phone,2,600.0,2020-07-02 21:24:54,563 Los Angeles CA
5045,iPhone,4,700.0,2020-02-12 23:40:09,306 New York City NY
5046,Vareebadd Phone,1,400.0,2020-11-29 04:10:46,616 Atlanta GA
5047,AAA Batteries (4-pack),4,3.99,2020-06-11 04:03:54,903 Atlanta GA
5048,AAA Batteries (4-pack),1,3.99,2020-08-30 17:40:56,244 New York City NY
5049,ThinkPad Laptop,1,999.99,2020-05-25 01:11:50,627 Atlanta GA
5050,Lightning Charging Cable,4,14.99,2020-07-03 19:09:54,242 Atlanta GA
5051,34in Ultrawide Monitor,4,379.99,2020-12-30 08:43:16,391 San Francisco CA
5052,iPhone,1,700.0,2020-07-19 09:27:46,415 New York City NY
5053,AAA Batteries (4-pack),2,3.99,2020-03-30 09:39:40,386 San Francisco CA
5054,Lightning Charging Cable,1,14.99,2020-03-30 20:23:30,381 New York City NY
5055,ThinkPad Laptop,2,999.99,2020-12-01 11:16:17,248 Atlanta GA
5056,27in FHD Monitor,3,149.99,2020-10-29 13:49:06,769 Los Angeles CA
5057,AAA Batteries (4-pack),3,3.99,2020-08-20 17:53:22,954 Los Angeles CA
5058,Vareebadd Phone,2,400.0,2020-07-20 18:37:32,234 New York City NY
5059,iPhone,2,700.0,2020-03-12 20:07:30,778 New York City NY
5060,ThinkPad Laptop,4,999.99,2020-10-14 01:34:12,976 Los Angeles CA
5061,Lightning Charging Cable,1,14.99,2020-08-14 22:57:56,635 New York City NY
5062,AAA Batteries (4-pack),3,3.99,2020-11-24 01:20:15,736 Boston MA
5063,LG Washing Machine,3,600.0,2020-03-07 05:03:23,574 San Francisco CA
5064,Wired Headphones,4,11.99,2020-03-07 16:59:36,808 San Francisco CA
5065,Lightning Charging Cable,2,14.99,2020-08-28 15:37:30,314 San Francisco CA
5066,Google Phone,1,600.0,2020-02-02 06:55:19,402 Atlanta GA
5067,34in Ultrawide Monitor,1,379.99,2020-06-08 21:12:41,804 Los Angeles CA
5068,LG Dryer,1,600.0,2020-10-09 09:01:08,120 New York City NY
5069,Wired Headphones,2,11.99,2020-02-16 22:33:44,846 Atlanta GA
5070,27in FHD Monitor,1,149.99,2020-10-15 22:52:10,499 Atlanta GA
5071,Google Phone,4,600.0,2020-03-18 18:03:35,861 Los Angeles CA
5072,27in FHD Monitor,2,149.99,2020-05-21 02:39:00,826 San Francisco CA
5073,AAA Batteries (4-pack),4,3.99,2020-03-16 08:12:27,486 San Francisco CA
5074,Flatscreen TV,3,300.0,2020-02-14 11:29:03,412 San Francisco CA
5075,20in Monitor,2,109.99,2020-06-07 17:21:39,861 Boston MA
5076,Wired Headphones,4,11.99,2020-03-09 07:04:41,987 Atlanta GA
5077,Vareebadd Phone,2,400.0,2020-12-29 06:19:54,748 Boston MA
5078,Vareebadd Phone,3,400.0,2020-04-12 05:37:28,366 Atlanta GA
5079,Vareebadd Phone,3,400.0,2020-12-13 18:53:29,694 Boston MA
5080,LG Washing Machine,2,600.0,2020-10-12 15:35:46,828 Atlanta GA
